# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
67 0.5654128789901733 0.7290199995040894 -0.30485302209854126 0.23643773794174194 9.5367431640625e-07 2.384185791015625e-07 13.480965614318848 1 render_066.png

68 0.04161056876182556 0.1331399530172348 0.9451396465301514 -0.2953868508338928 -1.1920928955078125e-07 -1.9371509552001953e-06 13.1832275390625 1 render_067.png

69 0.6961202025413513 0.23999017477035522 -0.22053132951259613 0.6396775245666504 0.0 -3.8370490074157715e-07 13.447530746459961 1 render_068.png

70 0.7126483917236328 0.5678437352180481 0.25670263171195984 -0.32216379046440125 -2.214753713758455e-08 0.0 13.311243057250977 1 render_069.png

71 0.0980241671204567 0.06045865640044212 -0.5214611291885376 0.8454669713973999 0.0 -3.5762786865234375e-07 14.791991233825684 1 render_070.png

72 0.31911349296569824 0.12668195366859436 0.34654125571250916 -0.8729418516159058 1.576263031211056e-07 -2.384185791015625e-07 14.535944938659668 1 render_071.png

73 0.1646822839975357 0.5863282680511475 -0.7636094093322754 0.21447530388832092 -1.1920928955078125e-07 8.940696716308594e-07 14.161652565002441 1 render_072.png

74 0.28617021441459656 0.5533289313316345 -0.6948364973068237 0.35935500264167786 0.0 -4.76837158203125e-07 14.27266788482666 1 render_073.png

75 0.4062167704105377 0.3105706572532654 -0.5219607353210449 0.6827084422111511 -5.017967055209738e-07 -2.980232238769531e-07 12.776264190673828 1 render_074.png

76 0.07637561112642288 0.06214175000786781 0.6280554533004761 -0.7719142436981201 0.0 -4.023313522338867e-07 14.694868087768555 1 render_075.png

77 0.9319434762001038 0.34823352098464966 0.03537655249238014 -0.09467483311891556 4.33562306056956e-08 1.6689300537109375e-06 13.485183715820312 1 render_076.png

78 0.11736486107110977 0.08398466557264328 -0.5758461952209473 0.8047193884849548 -2.710476394440775e-07 -2.384185791015625e-07 13.571293830871582 1 render_077.png

79 0.44816312193870544 0.5011021494865417 0.5518081188201904 -0.49351224303245544 -2.384185791015625e-07 7.450580596923828e-08 14.72601318359375 1 render_078.png

80 0.04554656520485878 0.0813617929816246 0.8687779307365417 -0.48634424805641174 0.0 -5.960464477539062e-07 14.463682174682617 1 render_079.png

81 0.09375689923763275 0.040538907051086426 0.39479726552963257 -0.9130724668502808 -1.6169056493708922e-07 9.834766387939453e-07 15.034317016601562 1 render_080.png

82 0.5845949649810791 0.5040106773376465 0.41515231132507324 -0.48152944445610046 -7.577502181277396e-09 3.427267074584961e-07 13.814314842224121 1 render_081.png

83 0.13525106012821198 0.4398497939109802 0.8486151099205017 -0.2609439492225647 -1.0996902233273431e-07 7.152557373046875e-07 14.881032943725586 1 render_082.png

84 0.8630112409591675 0.472211629152298 -0.08617188781499863 0.15748727321624756 -2.384185791015625e-07 2.384185791015625e-07 13.31479549407959 1 render_083.png

85 0.30477768182754517 0.2944931387901306 0.6293783783912659 -0.6513580083847046 -4.777244839715422e-07 1.4901161193847656e-08 13.8828125 1 render_084.png

86 0.7756375670433044 0.4141107201576233 -0.22434388101100922 0.4202005863189697 0.0 4.76837158203125e-07 14.947181701660156 1 render_085.png

87 0.5143625140190125 0.8286536931991577 0.18762047588825226 -0.1164599284529686 4.76837158203125e-07 2.384185791015625e-07 14.113274574279785 1 render_086.png

88 0.7118197083473206 0.518663763999939 0.2789037823677063 -0.3827705383300781 4.76837158203125e-07 3.5762786865234375e-07 14.105462074279785 1 render_087.png

89 0.3400059938430786 0.6840413808822632 0.5779025554656982 -0.2872491180896759 0.0 -1.564621925354004e-06 15.119796752929688 1 render_088.png

90 0.4361603260040283 0.41783374547958374 0.5513302087783813 -0.5755121111869812 0.0 -7.078051567077637e-08 14.829002380371094 1 render_089.png

91 0.5441563129425049 0.4271896779537201 0.44588467478752136 -0.5679699778556824 3.3185383330192053e-09 3.5297125577926636e-07 15.010005950927734 1 render_090.png

92 0.6184783577919006 0.7291014790534973 0.22349897027015686 -0.1895885020494461 0.0 -1.1920928955078125e-07 14.558671951293945 1 render_091.png

93 0.26708102226257324 0.2911417484283447 -0.6769482493400574 0.6210034489631653 4.76837158203125e-07 5.960464477539063e-08 13.176786422729492 1 render_092.png

94 0.006104032509028912 0.050236817449331284 0.9914270043373108 -0.12046349048614502 -2.5507311818273593e-08 1.9744038581848145e-07 14.104538917541504 1 render_093.png

95 0.2536105811595917 0.668655276298523 -0.6535561084747314 0.24788367748260498 0.0 4.6566128730773926e-07 14.600680351257324 1 render_094.png

96 0.7967129945755005 0.571846604347229 0.1140260323882103 -0.1588643342256546 3.0524230254513895e-08 4.76837158203125e-07 12.803629875183105 1 render_095.png

97 0.2553175091743469 0.8421087265014648 -0.4546078145503998 0.13783177733421326 -4.088796288215235e-07 7.152557373046875e-07 13.755439758300781 1 render_096.png

98 0.15616537630558014 0.9538609981536865 -0.25307101011276245 0.04143258556723595 0.0 -1.9073486328125e-06 14.435264587402344 1 render_097.png

99 0.3984684944152832 0.3325883746147156 -0.5477175712585449 0.656211256980896 0.0 -2.682209014892578e-07 13.110160827636719 1 render_098.png

100 0.6392898559570312 0.768965482711792 0.0006347997696138918 -0.000527749361936003 0.0 -6.524442142108455e-08 14.747239112854004 1 render_099.png

